Gene_ID,accession,go_id,GOterm_depth,category,evidence_code,go_description,distance,model_name,protein_id,organism,gene_name,reliability_index,support_count,collapsed_support,n_collapsed_terms,collapsed_terms,identity,similarity,alignment_score,gaps_percentage,alignment_length,length_query,length_reference
g_9796,anno1.g10168.t1,GO:0005628,3.0,C,IDA,prospore membrane,0.0086,ESM,SPO3_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,spo3,0.9914,2,0,0,,15.2008,26.5774,-270,46.8451,1046,574,1028
g_9796,anno1.g10168.t1,GO:0005628,3.0,C,IDA,prospore membrane,0.161,Prot-T5,MCP4_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,mcp4,0.839,1,0,0,,16.8081,30.8998,-101,42.275,589,574,355
g_9796,anno1.g10168.t1,GO:0005634,5.0,C,IDA,nucleus,0.0097,ESM,YJNJ_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,,0.9903,1,0,0,,18.593,33.6683,-29,21.273,597,574,493
g_9796,anno1.g10168.t1,GO:0005634,5.0,C,IDA,nucleus,0.01,ESM3c,YCD2_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,,0.99,2,0,0,,17.7586,28.2759,-110,40.5172,580,574,351
g_9796,anno1.g10168.t1,GO:0005634,5.0,C,IDA,nucleus,0.0357,Prost-T5,MES3_CAEEL,Caenorhabditis elegans.,mes-3 {ECO:0000312|WormBase:F54C1.3a},0.9643,1,0,0,,16.7929,31.1869,-114,32.3232,792,574,754
g_9796,anno1.g10168.t1,GO:0005635,3.0,C,IDA,nuclear envelope,0.0094,ESM,YBR3_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,,0.9906,1,0,0,,17.9903,27.3906,-96,41.4911,617,574,404
g_9796,anno1.g10168.t1,GO:0005635,3.0,C,IDA,nuclear envelope,0.1723,Prot-T5,YBR3_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,,0.8277,1,0,0,,17.9903,27.3906,-96,41.4911,617,574,404
g_9796,anno1.g10168.t1,GO:0005654,2.0,C,IDA,nucleoplasm,0.0202,Ankh3-Large,CEP1_CAEEL,Caenorhabditis elegans.,cep-1 {ECO:0000312|WormBase:F52B5.5a},0.9798,1,0,0,,18.705,32.9496,-50,24.7482,695,574,644
g_9796,anno1.g10168.t1,GO:0005654,2.0,C,TAS,nucleoplasm,0.0115,ESM3c,COM1_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,SAE2,0.9885,1,0,0,,14.726,26.8836,-140,42.637,584,574,345
g_9796,anno1.g10168.t1,GO:0005730,5.0,C,IDA,nucleolus,0.0202,Ankh3-Large,CEP1_CAEEL,Caenorhabditis elegans.,cep-1 {ECO:0000312|WormBase:F52B5.5a},0.9798,1,0,0,,18.705,32.9496,-50,24.7482,695,574,644
g_9796,anno1.g10168.t1,GO:0005737,2.0,C,IDA,cytoplasm,0.0088,ESM,MCP4_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,mcp4,0.9912,1,0,0,,16.8081,30.8998,-101,42.275,589,574,355
g_9796,anno1.g10168.t1,GO:0005737,2.0,C,IDA,cytoplasm,0.0257,Prost-T5,Q381W5_TRYB2,Trypanosoma brucei brucei (strain 927/4 GUTat10.1).,,0.9743,2,0,0,,16.1137,32.7014,-82,22.9068,633,574,547
g_9796,anno1.g10168.t1,GO:0005737,2.0,C,IDA,cytoplasm,0.161,Prot-T5,MCP4_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,mcp4,0.839,1,0,0,,16.8081,30.8998,-101,42.275,589,574,355
g_9796,anno1.g10168.t1,GO:0005741,6.0,C,IDA,mitochondrial outer membrane,0.0094,ESM,YBR3_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,,0.9906,1,0,0,,17.9903,27.3906,-96,41.4911,617,574,404
g_9796,anno1.g10168.t1,GO:0005741,6.0,C,IDA,mitochondrial outer membrane,0.1723,Prot-T5,YBR3_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,,0.8277,1,0,0,,17.9903,27.3906,-96,41.4911,617,574,404
g_9796,anno1.g10168.t1,GO:0005829,2.0,C,IDA,cytosol,0.0241,Ankh3-Large,SWP82_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,SWP82,0.9759,1,0,0,,18.4971,31.3584,-75,27.0231,692,574,623
g_9796,anno1.g10168.t1,GO:0005912,5.0,C,IDA,adherens junction,0.0233,Ankh3-Large,SCHI1_DROME,Drosophila melanogaster (Fruit fly).,Schip1 {ECO:0000303|PubMed:26954546},0.9767,1,0,0,,17.1642,31.3433,-48,22.3881,670,574,616
g_9796,anno1.g10168.t1,GO:0006308,7.0,P,IDA,DNA catabolic process,0.0115,ESM3c,COM1_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,SAE2,0.9885,1,0,0,,14.726,26.8836,-140,42.637,584,574,345
g_9796,anno1.g10168.t1,GO:0006979,3.0,P,IMP,response to oxidative stress,0.0202,Ankh3-Large,CEP1_CAEEL,Caenorhabditis elegans.,cep-1 {ECO:0000312|WormBase:F52B5.5a},0.9798,1,0,0,,18.705,32.9496,-50,24.7482,695,574,644
g_9796,anno1.g10168.t1,GO:0007004,9.0,P,IMP,telomere maintenance via telomerase,0.0104,ESM3c,TPZ1_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,tpz1,0.9896,1,2,1,GO:0000723,20.2303,36.1842,-42,22.0395,608,574,508
g_9796,anno1.g10168.t1,GO:0007062,6.0,P,IMP,sister chromatid cohesion,0.021,Ankh3-Large,ESC8_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,ESC8,0.979,1,0,0,,15.3527,30.8437,-123,21.8534,723,574,714
g_9796,anno1.g10168.t1,GO:0007062,6.0,P,IMP,sister chromatid cohesion,0.0104,ESM3c,ESC8_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,ESC8,0.9896,1,0,0,,15.3527,30.8437,-123,21.8534,723,574,714
g_9796,anno1.g10168.t1,GO:0007534,10.0,P,IMP,gene conversion at mating-type locus,0.01,ESM3c,YCD2_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,,0.99,2,0,0,,17.7586,28.2759,-110,40.5172,580,574,351
g_9796,anno1.g10168.t1,GO:0008270,7.0,F,IDA,zinc ion binding,0.0202,Ankh3-Large,CEP1_CAEEL,Caenorhabditis elegans.,cep-1 {ECO:0000312|WormBase:F52B5.5a},0.9798,1,0,0,,18.705,32.9496,-50,24.7482,695,574,644
g_9796,anno1.g10168.t1,GO:0008340,2.0,P,IMP,determination of adult lifespan,0.0202,Ankh3-Large,CEP1_CAEEL,Caenorhabditis elegans.,cep-1 {ECO:0000312|WormBase:F52B5.5a},0.9798,1,0,0,,18.705,32.9496,-50,24.7482,695,574,644
g_9796,anno1.g10168.t1,GO:0009267,4.0,P,IMP,cellular response to starvation,0.1622,Prot-T5,Q59P58_CANAL,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast).,"FGR12 {ECO:0000313|CGD:CAL0000177023, ECO:0000313|EMBL:AOW27626.1}",0.8378,1,0,0,,17.2589,29.2724,-95,38.2403,591,574,382
g_9796,anno1.g10168.t1,GO:0010629,8.0,P,IDA,negative regulation of gene expression,0.0357,Prost-T5,MES3_CAEEL,Caenorhabditis elegans.,mes-3 {ECO:0000312|WormBase:F54C1.3a},0.9643,1,1,1,GO:0010468,16.7929,31.1869,-114,32.3232,792,574,754
g_9796,anno1.g10168.t1,GO:0010791,8.0,P,IMP,DNA double-strand break processing involved in repair via synthesis-dependent strand annealing,0.0115,ESM3c,COM1_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,SAE2,0.9885,1,2,1,GO:0000729,14.726,26.8836,-140,42.637,584,574,345
g_9796,anno1.g10168.t1,GO:0016233,8.0,P,IGI,telomere capping,0.0104,ESM3c,TPZ1_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,tpz1,0.9896,1,2,1,GO:0000723,20.2303,36.1842,-42,22.0395,608,574,508
g_9796,anno1.g10168.t1,GO:0016324,4.0,C,IDA,apical plasma membrane,0.0233,Ankh3-Large,SCHI1_DROME,Drosophila melanogaster (Fruit fly).,Schip1 {ECO:0000303|PubMed:26954546},0.9767,1,0,0,,17.1642,31.3433,-48,22.3881,670,574,616
g_9796,anno1.g10168.t1,GO:0016514,5.0,C,IDA,SWI/SNF complex,0.0241,Ankh3-Large,SWP82_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,SWP82,0.9759,1,0,0,,18.4971,31.3584,-75,27.0231,692,574,623
g_9796,anno1.g10168.t1,GO:0016887,7.0,F,IC,ATP hydrolysis activity,0.1703,Prot-T5,SWC3_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,swc3,0.8297,1,0,0,,15.9864,30.102,-123,35.8844,588,574,391
g_9796,anno1.g10168.t1,GO:0017053,3.0,C,IPI,transcription repressor complex,0.0202,Ankh3-Large,CEP1_CAEEL,Caenorhabditis elegans.,cep-1 {ECO:0000312|WormBase:F52B5.5a},0.9798,1,0,0,,18.705,32.9496,-50,24.7482,695,574,644
g_9796,anno1.g10168.t1,GO:0019079,2.0,P,IDA,viral genome replication,0.0369,Prost-T5,IE1_NPVAC,Autographa californica nuclear polyhedrosis virus (AcMNPV).,IE1,0.9631,1,0,0,,17.6737,31.571,-40,25.3776,662,574,582
g_9796,anno1.g10168.t1,GO:0030036,6.0,P,IMP,actin cytoskeleton organization,0.0088,ESM,MCP4_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,mcp4,0.9912,1,0,0,,16.8081,30.8998,-101,42.275,589,574,355
g_9796,anno1.g10168.t1,GO:0030036,6.0,P,IMP,actin cytoskeleton organization,0.161,Prot-T5,MCP4_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,mcp4,0.839,1,0,0,,16.8081,30.8998,-101,42.275,589,574,355
g_9796,anno1.g10168.t1,GO:0030430,6.0,C,IDA,host cell cytoplasm,0.1759,Prot-T5,V_NIPAV,Nipah virus.,P/V/C,0.8241,1,0,0,,19.5724,31.4145,-59,30.5921,608,574,456
g_9796,anno1.g10168.t1,GO:0030870,3.0,C,IDA,Mre11 complex,0.0115,ESM3c,COM1_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,SAE2,0.9885,1,0,0,,14.726,26.8836,-140,42.637,584,574,345
g_9796,anno1.g10168.t1,GO:0030875,2.0,C,IPI,rDNA protrusion,0.0239,Ankh3-Large,SLX4_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,slx4 {ECO:0000312|EMBL:CAB90772.1},0.9761,1,0,0,,15.625,27.9605,-80,36.6776,608,574,419
g_9796,anno1.g10168.t1,GO:0031297,8.0,P,TAS,replication fork processing,0.0239,Ankh3-Large,SLX4_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,slx4 {ECO:0000312|EMBL:CAB90772.1},0.9761,1,0,0,,15.625,27.9605,-80,36.6776,608,574,419
g_9796,anno1.g10168.t1,GO:0031507,10.0,P,IMP,heterochromatin formation,0.021,Ankh3-Large,ESC8_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,ESC8,0.979,1,1,1,GO:0006338,15.3527,30.8437,-123,21.8534,723,574,714
g_9796,anno1.g10168.t1,GO:0031507,10.0,P,IMP,heterochromatin formation,0.0104,ESM3c,ESC8_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,ESC8,0.9896,1,0,0,,15.3527,30.8437,-123,21.8534,723,574,714
g_9796,anno1.g10168.t1,GO:0031519,3.0,C,IPI,PcG protein complex,0.0325,Prost-T5,G8JY65_CAEEL,Caenorhabditis elegans.,"mes-3 {ECO:0000313|EMBL:CCD67545.2, ECO:0000313|WormBase:F54C1.3b}",0.9675,2,0,0,,17.0984,31.8653,-90,30.4404,772,574,735
g_9796,anno1.g10168.t1,GO:0031669,3.0,P,IDA,cellular response to nutrient levels,0.0117,ESM3c,YKZ1_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,,0.9883,1,0,0,,14.5548,28.2534,-125,41.2671,584,574,353
g_9796,anno1.g10168.t1,GO:0031860,8.0,P,IMP,telomeric 3' overhang formation,0.0115,ESM3c,COM1_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,SAE2,0.9885,1,0,0,,14.726,26.8836,-140,42.637,584,574,345
g_9796,anno1.g10168.t1,GO:0032120,6.0,P,IMP,ascospore-type prospore membrane formation,0.0086,ESM,SPO3_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,spo3,0.9914,1,0,0,,15.2008,26.5774,-270,46.8451,1046,574,1028
g_9796,anno1.g10168.t1,GO:0033557,3.0,C,IDA,Slx1-Slx4 complex,0.0239,Ankh3-Large,SLX4_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,slx4 {ECO:0000312|EMBL:CAB90772.1},0.9761,1,0,0,,15.625,27.9605,-80,36.6776,608,574,419
g_9796,anno1.g10168.t1,GO:0035332,8.0,P,IMP,positive regulation of hippo signaling,0.0233,Ankh3-Large,SCHI1_DROME,Drosophila melanogaster (Fruit fly).,Schip1 {ECO:0000303|PubMed:26954546},0.9767,1,0,0,,17.1642,31.3433,-48,22.3881,670,574,616
g_9796,anno1.g10168.t1,GO:0036170,4.0,P,IMP,filamentous growth of a population of unicellular organisms in response to starvation,0.1622,Prot-T5,Q59P58_CANAL,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast).,"FGR12 {ECO:0000313|CGD:CAL0000177023, ECO:0000313|EMBL:AOW27626.1}",0.8378,1,1,1,GO:0030447,17.2589,29.2724,-95,38.2403,591,574,382
g_9796,anno1.g10168.t1,GO:0036180,4.0,P,IMP,filamentous growth of a population of unicellular organisms in response to biotic stimulus,0.1622,Prot-T5,Q59P58_CANAL,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast).,"FGR12 {ECO:0000313|CGD:CAL0000177023, ECO:0000313|EMBL:AOW27626.1}",0.8378,1,1,1,GO:0030447,17.2589,29.2724,-95,38.2403,591,574,382
g_9796,anno1.g10168.t1,GO:0039502,9.0,P,IDA,symbiont-mediated suppression of host type I interferon-mediated signaling pathway,0.1759,Prot-T5,V_NIPAV,Nipah virus.,P/V/C,0.8241,1,0,0,,19.5724,31.4145,-59,30.5921,608,574,456
g_9796,anno1.g10168.t1,GO:0039715,6.0,C,IDA,nuclear viral factory,0.0369,Prost-T5,IE1_NPVAC,Autographa californica nuclear polyhedrosis virus (AcMNPV).,IE1,0.9631,1,0,0,,17.6737,31.571,-40,25.3776,662,574,582
g_9796,anno1.g10168.t1,GO:0042138,7.0,P,IGI,meiotic DNA double-strand break formation,0.0115,ESM3c,COM1_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,SAE2,0.9885,1,0,0,,14.726,26.8836,-140,42.637,584,574,345
g_9796,anno1.g10168.t1,GO:0042162,5.0,F,TAS,telomeric DNA binding,0.0104,ESM3c,TPZ1_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,tpz1,0.9896,1,0,0,,20.2303,36.1842,-42,22.0395,608,574,508
g_9796,anno1.g10168.t1,GO:0042594,3.0,P,IMP,response to starvation,0.0202,Ankh3-Large,CEP1_CAEEL,Caenorhabditis elegans.,cep-1 {ECO:0000312|WormBase:F52B5.5a},0.9798,1,0,0,,18.705,32.9496,-50,24.7482,695,574,644
g_9796,anno1.g10168.t1,GO:0042770,6.0,P,IDA,signal transduction in response to DNA damage,0.0202,Ankh3-Large,CEP1_CAEEL,Caenorhabditis elegans.,cep-1 {ECO:0000312|WormBase:F52B5.5a},0.9798,1,0,0,,18.705,32.9496,-50,24.7482,695,574,644
g_9796,anno1.g10168.t1,GO:0042771,8.0,P,IDA,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,0.0202,Ankh3-Large,CEP1_CAEEL,Caenorhabditis elegans.,cep-1 {ECO:0000312|WormBase:F52B5.5a},0.9798,1,2,2,"GO:0008630, GO:0072332",18.705,32.9496,-50,24.7482,695,574,644
g_9796,anno1.g10168.t1,GO:0042802,3.0,F,IPI,identical protein binding,0.0115,ESM3c,COM1_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,SAE2,0.9885,1,0,0,,14.726,26.8836,-140,42.637,584,574,345
g_9796,anno1.g10168.t1,GO:0042803,4.0,F,IDA,protein homodimerization activity,0.0202,Ankh3-Large,CEP1_CAEEL,Caenorhabditis elegans.,cep-1 {ECO:0000312|WormBase:F52B5.5a},0.9798,1,0,0,,18.705,32.9496,-50,24.7482,695,574,644
g_9796,anno1.g10168.t1,GO:0043007,8.0,P,IGI,maintenance of rDNA,0.0239,Ankh3-Large,SLX4_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,slx4 {ECO:0000312|EMBL:CAB90772.1},0.9761,1,0,0,,15.625,27.9605,-80,36.6776,608,574,419
g_9796,anno1.g10168.t1,GO:0043073,6.0,C,IDA,germ cell nucleus,0.0202,Ankh3-Large,CEP1_CAEEL,Caenorhabditis elegans.,cep-1 {ECO:0000312|WormBase:F52B5.5a},0.9798,1,3,1,GO:0005634,18.705,32.9496,-50,24.7482,695,574,644
g_9796,anno1.g10168.t1,GO:0043565,4.0,F,IDA,sequence-specific DNA binding,0.0202,Ankh3-Large,CEP1_CAEEL,Caenorhabditis elegans.,cep-1 {ECO:0000312|WormBase:F52B5.5a},0.9798,1,1,1,GO:0003677,18.705,32.9496,-50,24.7482,695,574,644
g_9796,anno1.g10168.t1,GO:0044232,2.0,C,IDA,organelle membrane contact site,0.0094,ESM,YBR3_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,,0.9906,1,0,0,,17.9903,27.3906,-96,41.4911,617,574,404
g_9796,anno1.g10168.t1,GO:0044232,2.0,C,IDA,organelle membrane contact site,0.1723,Prot-T5,YBR3_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,,0.8277,1,0,0,,17.9903,27.3906,-96,41.4911,617,574,404
g_9796,anno1.g10168.t1,GO:0045002,9.0,P,IMP,double-strand break repair via single-strand annealing,0.01,ESM3c,YCD2_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,,0.99,1,1,1,GO:0006302,17.7586,28.2759,-110,40.5172,580,574,351
g_9796,anno1.g10168.t1,GO:0045132,5.0,P,IMP,meiotic chromosome segregation,0.0202,Ankh3-Large,CEP1_CAEEL,Caenorhabditis elegans.,cep-1 {ECO:0000312|WormBase:F52B5.5a},0.9798,1,0,0,,18.705,32.9496,-50,24.7482,695,574,644
g_9796,anno1.g10168.t1,GO:0045815,10.0,P,IMP,transcription initiation-coupled chromatin remodeling,0.0097,ESM,YJNJ_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,,0.9903,1,0,0,,18.593,33.6683,-29,21.273,597,574,493
g_9796,anno1.g10168.t1,GO:0045815,10.0,P,IC,transcription initiation-coupled chromatin remodeling,0.1703,Prot-T5,SWC3_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,swc3,0.8297,1,1,1,GO:0006338,15.9864,30.102,-123,35.8844,588,574,391
g_9796,anno1.g10168.t1,GO:0045926,4.0,P,IMP,negative regulation of growth,0.0233,Ankh3-Large,SCHI1_DROME,Drosophila melanogaster (Fruit fly).,Schip1 {ECO:0000303|PubMed:26954546},0.9767,1,0,0,,17.1642,31.3433,-48,22.3881,670,574,616
g_9796,anno1.g10168.t1,GO:0045944,11.0,P,IDA,positive regulation of transcription by RNA polymerase II,0.0202,Ankh3-Large,CEP1_CAEEL,Caenorhabditis elegans.,cep-1 {ECO:0000312|WormBase:F52B5.5a},0.9798,1,2,2,"GO:0006355, GO:0006357",18.705,32.9496,-50,24.7482,695,574,644
g_9796,anno1.g10168.t1,GO:0050821,4.0,P,IMP,protein stabilization,0.1759,Prot-T5,V_NIPAV,Nipah virus.,P/V/C,0.8241,1,0,0,,19.5724,31.4145,-59,30.5921,608,574,456
g_9796,anno1.g10168.t1,GO:0070056,3.0,C,IDA,prospore membrane leading edge,0.0086,ESM,SPO3_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,spo3,0.9914,1,0,0,,15.2008,26.5774,-270,46.8451,1046,574,1028
g_9796,anno1.g10168.t1,GO:0070187,5.0,C,IDA,shelterin complex,0.0104,ESM3c,TPZ1_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,tpz1,0.9896,1,1,1,GO:0000782,20.2303,36.1842,-42,22.0395,608,574,508
g_9796,anno1.g10168.t1,GO:0070198,6.0,P,IMP,"protein localization to chromosome, telomeric region",0.0104,ESM3c,TPZ1_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,tpz1,0.9896,1,0,0,,20.2303,36.1842,-42,22.0395,608,574,508
g_9796,anno1.g10168.t1,GO:0071902,11.0,P,IMP,positive regulation of protein serine/threonine kinase activity,0.0233,Ankh3-Large,SCHI1_DROME,Drosophila melanogaster (Fruit fly).,Schip1 {ECO:0000303|PubMed:26954546},0.9767,1,0,0,,17.1642,31.3433,-48,22.3881,670,574,616
g_9796,anno1.g10168.t1,GO:0072542,5.0,F,IMP,protein phosphatase activator activity,0.01,ESM,A0A1D8PNZ9_CANAL,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast).,"TIP41 {ECO:0000313|CGD:CAL0000185540, ECO:0000313|EMBL:AOW29858.1}",0.99,1,0,0,,16.8654,30.1533,-117,35.2641,587,574,393
g_9796,anno1.g10168.t1,GO:0075111,8.0,P,IEP,symbiont-mediated suppression of host receptor-mediated signal transduction,0.1759,Prot-T5,V_NIPAV,Nipah virus.,P/V/C,0.8241,1,0,0,,19.5724,31.4145,-59,30.5921,608,574,456
g_9796,anno1.g10168.t1,GO:0140043,4.0,P,EXP,lipid droplet localization to prospore membrane leading edge,0.0088,ESM,MCP4_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,mcp4,0.9912,1,0,0,,16.8081,30.8998,-101,42.275,589,574,355
g_9796,anno1.g10168.t1,GO:0140043,4.0,P,EXP,lipid droplet localization to prospore membrane leading edge,0.161,Prot-T5,MCP4_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,mcp4,0.839,1,0,0,,16.8081,30.8998,-101,42.275,589,574,355
g_9796,anno1.g10168.t1,GO:0140056,3.0,P,IDA,organelle localization by membrane tethering,0.0094,ESM,YBR3_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,,0.9906,1,0,0,,17.9903,27.3906,-96,41.4911,617,574,404
g_9796,anno1.g10168.t1,GO:0140056,3.0,P,IDA,organelle localization by membrane tethering,0.1723,Prot-T5,YBR3_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,,0.8277,1,0,0,,17.9903,27.3906,-96,41.4911,617,574,404
g_9796,anno1.g10168.t1,GO:0140445,4.0,C,IDA,"chromosome, telomeric repeat region",0.0104,ESM3c,TPZ1_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,tpz1,0.9896,1,0,0,,20.2303,36.1842,-42,22.0395,608,574,508
g_9796,anno1.g10168.t1,GO:0140656,5.0,F,IDA,endodeoxyribonuclease activator activity,0.01,ESM3c,YCD2_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,,0.99,1,0,0,,17.7586,28.2759,-110,40.5172,580,574,351
g_9796,anno1.g10168.t1,GO:1900437,6.0,P,IMP,regulation of filamentous growth of a population of unicellular organisms in response to chemical stimulus,0.01,ESM,A0A1D8PNZ9_CANAL,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast).,"TIP41 {ECO:0000313|CGD:CAL0000185540, ECO:0000313|EMBL:AOW29858.1}",0.99,1,0,0,,16.8654,30.1533,-117,35.2641,587,574,393
g_9796,anno1.g10168.t1,GO:1905324,7.0,P,IMP,telomere-telomerase complex assembly,0.0104,ESM3c,TPZ1_SCHPO,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast).,tpz1,0.9896,1,0,0,,20.2303,36.1842,-42,22.0395,608,574,508
g_9798,anno1.g10170.t1,GO:0000381,11.0,P,IMP,"regulation of alternative mRNA splicing, via spliceosome",0.0127,ESM3c,A0A024FSH6_BOMMO,Bombyx mori (Silk moth).,Masc {ECO:0000313|EMBL:BAO79517.1},0.9873,1,0,0,,9.8967,16.8026,-838,68.0261,1839,1839,588
g_9798,anno1.g10170.t1,GO:0000781,3.0,C,IDA,"chromosome, telomeric region",0.0151,Prost-T5,SIR4_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,SIR4,0.9849,1,0,0,,16.5525,30.4164,-119,31.4707,1897,1839,1358
g_9798,anno1.g10170.t1,GO:0000902,3.0,P,IDA,cell morphogenesis,0.0157,Prost-T5,SHRM_DROME,Drosophila melanogaster (Fruit fly).,"Shrm {ECO:0000303|PubMed:20549743, ECO:0000312|FlyBase:FBgn0085408}",0.9843,1,0,0,,17.5144,32.8789,-60,20.9229,1907,1839,1576
g_9798,anno1.g10170.t1,GO:0003383,5.0,P,IMP,apical constriction,0.0157,Prost-T5,SHRM_DROME,Drosophila melanogaster (Fruit fly).,"Shrm {ECO:0000303|PubMed:20549743, ECO:0000312|FlyBase:FBgn0085408}",0.9843,1,0,0,,17.5144,32.8789,-60,20.9229,1907,1839,1576
g_9798,anno1.g10170.t1,GO:0003690,4.0,F,IDA,double-stranded DNA binding,0.0151,Prost-T5,SIR4_YEAST,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast).,SIR4,0.9849,1,0,0,,16.5525,30.4164,-119,31.4707,1897,1839,1358
g_9798,anno1.g10170.t1,GO:0003713,4.0,F,IMP,transcription coactivator activity,0.0176,Ankh3-Large,SMA9_CAEEL,Caenorhabditis elegans.,sma-9 {ECO:0000312|WormBase:T05A10.1d},0.9824,1,0,0,,14.9505,30.9349,-228,24.1706,2321,1839,2242
g_9798,anno1.g10170.t1,GO:0003713,4.0,F,IMP,transcription coactivator activity,0.0065,ESM,SMA9_CAEEL,Caenorhabditis elegans.,sma-9 {ECO:0000312|WormBase:T05A10.1d},0.9935,1,0,0,,14.9505,30.9349,-228,24.1706,2321,1839,2242
g_9798,anno1.g10170.t1,GO:0003714,4.0,F,IMP,transcription corepressor activity,0.0176,Ankh3-Large,SMA9_CAEEL,Caenorhabditis elegans.,sma-9 {ECO:0000312|WormBase:T05A10.1d},0.9824,1,0,0,,14.9505,30.9349,-228,24.1706,2321,1839,2242
